fid,id,left,top,right,bottom,row_index,col_index,sci_name_count,sci_name_unique,sci_name_empty,sci_name_filled,sci_name_min,sci_name_max,sci_name_min_length,sci_name_max_length,sci_name_mean_length
632,632,563333.3689,146306.674,565333.3689,144306.674,19,17,34,34,0,34,Agriotes acuminatus,Xantholinus linearis,12,37,19.5882352941176
633,633,563333.3689,144306.674,565333.3689,142306.674,20,17,101,75,0,101,Abax parallelepipedus,Tetralaucopora longitarsis,6,37,19.1584158415842
634,634,563333.3689,142306.674,565333.3689,140306.674,21,17,41,39,0,41,Agriotes acuminatus,Tachyporus hypnorum,14,39,20.5121951219512
635,635,563333.3689,140306.674,565333.3689,138306.674,22,17,1,1,0,1,Stenocorus meridianus,Stenocorus meridianus,21,21,21
636,636,563333.3689,138306.674,565333.3689,136306.674,23,17,4,3,0,4,Calathus fuscipes,Rhagonycha fulva,16,22,17.75
637,637,563333.3689,136306.674,565333.3689,134306.674,24,17,198,181,0,198,Acrossus rufipes,Tytthaspis sedecimpunctata,7,43,18.9343434343434
638,638,563333.3689,134306.674,565333.3689,132306.674,25,17,,,,,,,,,
653,653,565333.3689,176306.674,567333.3689,174306.674,4,18,,,,,,,,,
654,654,565333.3689,174306.674,567333.3689,172306.674,5,18,78,14,0,78,Adalia bipunctata,Tytthaspis sedecimpunctata,14,30,17.8205128205128
655,655,565333.3689,172306.674,567333.3689,170306.674,6,18,13,7,0,13,Adalia decempunctata,Strophosoma melanogrammum,16,25,22.6923076923077
656,656,565333.3689,170306.674,567333.3689,168306.674,7,18,69,65,0,69,Abraeus perpusillus,Volinus sticticus,10,33,18.8550724637681
657,657,565333.3689,168306.674,567333.3689,166306.674,8,18,114,100,0,114,Acrotrichis intermedia,Xantholinus linearis,13,39,20.2543859649123
658,658,565333.3689,166306.674,567333.3689,164306.674,9,18,60,52,0,60,Adalia bipunctata,Variimorda villosa,13,30,19.5166666666667
659,659,565333.3689,164306.674,567333.3689,162306.674,10,18,210,161,0,210,Abax parallelepipedus,Xantholinus longiventris,10,39,19.4333333333333
660,660,565333.3689,162306.674,567333.3689,160306.674,11,18,45,44,0,45,Aloconota gregaria,Thanatophilus sinuatus,14,30,20.1777777777778
661,661,565333.3689,160306.674,567333.3689,158306.674,12,18,458,38,0,458,Adalia bipunctata,Trichosirocalus troglodytes,6,29,18.1834061135371
662,662,565333.3689,158306.674,567333.3689,156306.674,13,18,58,56,0,58,Adalia bipunctata,Tatianaerhynchites aequatus,9,43,19.3275862068966
663,663,565333.3689,156306.674,567333.3689,154306.674,14,18,22,19,0,22,Byturus tomentosus,Scaphidium quadrimaculatum,14,30,20.2272727272727
664,664,565333.3689,154306.674,567333.3689,152306.674,15,18,4,4,0,4,Coccinella septempunctata,Scaphidium quadrimaculatum,16,26,21.75
665,665,565333.3689,152306.674,567333.3689,150306.674,16,18,10,9,0,10,Elmis aenea,Rutpela maculata,9,20,14.4
666,666,565333.3689,150306.674,567333.3689,148306.674,17,18,61,53,0,61,Adalia bipunctata,Xantholinus linearis,6,43,19.2131147540984
667,667,565333.3689,148306.674,567333.3689,146306.674,18,18,58,58,0,58,Agabus bipustulatus,Tatianaerhynchites aequatus,11,43,19.9137931034483
668,668,565333.3689,146306.674,567333.3689,144306.674,19,18,59,36,0,59,Adalia decempunctata,Tytthaspis sedecimpunctata,14,30,19.7457627118644
669,669,565333.3689,144306.674,567333.3689,142306.674,20,18,2,2,0,2,Ocypus olens,Phosphuga atrata,12,16,14
670,670,565333.3689,142306.674,567333.3689,140306.674,21,18,6,6,0,6,Agrilus biguttatus,Rhagonycha lignosa,17,22,18.6666666666667
671,671,565333.3689,140306.674,567333.3689,138306.674,22,18,13,10,0,13,Coccinella septempunctata,Tachyporus hypnorum,16,30,22.0769230769231
672,672,565333.3689,138306.674,567333.3689,136306.674,23,18,22,20,0,22,Acrulia inflata,Stenus similis,11,23,17.8181818181818
673,673,565333.3689,136306.674,567333.3689,134306.674,24,18,21,21,0,21,Abax parallelepipedus,Tytthaspis sedecimpunctata,13,26,18.5238095238095
689,689,567333.3689,176306.674,569333.3689,174306.674,4,19,,,,,,,,,
690,690,567333.3689,174306.674,569333.3689,172306.674,5,19,201,82,0,201,Adalia bipunctata,Tytthaspis sedecimpunctata,12,43,19.7213930348259
691,691,567333.3689,172306.674,569333.3689,170306.674,6,19,383,161,0,383,Abraeus perpusillus,Tytthaspis sedecimpunctata,10,37,19.6579634464752
692,692,567333.3689,170306.674,569333.3689,168306.674,7,19,362,292,0,362,Abax parallelepipedus,Volinus sticticus,10,43,19.3591160220994
693,693,567333.3689,168306.674,569333.3689,166306.674,8,19,109,101,0,109,Adalia bipunctata,Xantholinus linearis,10,39,19.4587155963303
694,694,567333.3689,166306.674,569333.3689,164306.674,9,19,131,118,0,131,Abax parallelepipedus,Xantholinus linearis,10,30,19.412213740458
695,695,567333.3689,164306.674,569333.3689,162306.674,10,19,494,209,0,494,Abax parallelepipedus,Variimorda villosa,11,43,19.6538461538462
696,696,567333.3689,162306.674,569333.3689,160306.674,11,19,114,101,0,114,Acupalpus dubius,Zacladus exiguus,6,37,18.7368421052632
697,697,567333.3689,160306.674,569333.3689,158306.674,12,19,809,332,0,809,Acalles misellus,Zacladus exiguus,9,43,19.5735475896168
698,698,567333.3689,158306.674,569333.3689,156306.674,13,19,388,234,0,388,Abraeus perpusillus,Xantholinus linearis,10,37,18.9278350515464
699,699,567333.3689,156306.674,569333.3689,154306.674,14,19,161,117,0,161,Abax parallelepipedus,Trichosirocalus troglodytes,7,37,20.0931677018634
700,700,567333.3689,154306.674,569333.3689,152306.674,15,19,13,13,0,13,Agabus didymus,Tytthaspis sedecimpunctata,14,31,20.2307692307692
701,701,567333.3689,152306.674,569333.3689,150306.674,16,19,9,9,0,9,Abax parallelepipedus,Notiophilus biguttatus,16,27,19.1111111111111
702,702,567333.3689,150306.674,569333.3689,148306.674,17,19,108,88,0,108,Adalia bipunctata,Tytthaspis sedecimpunctata,7,43,19.4722222222222
703,703,567333.3689,148306.674,569333.3689,146306.674,18,19,17,17,0,17,Agabus didymus,Stictotarsus duodecimpustulatus,14,43,21.2941176470588
704,704,567333.3689,146306.674,569333.3689,144306.674,19,19,6,4,0,6,Chilocorus bipustulatus,Rhagonycha fulva,7,23,15.8333333333333
705,705,567333.3689,144306.674,569333.3689,142306.674,20,19,8,8,0,8,Agabus guttatus,Scymnus auritus,15,30,20
706,706,567333.3689,142306.674,569333.3689,140306.674,21,19,18,17,0,18,Anacaena globulus,Scymnus auritus,15,30,20.2222222222222
707,707,567333.3689,140306.674,569333.3689,138306.674,22,19,2,2,0,2,Leistus spinibarbis,Rutpela maculata,16,19,17.5
708,708,567333.3689,138306.674,569333.3689,136306.674,23,19,6,4,0,6,Cantharis rufa,Rhagonycha fulva,14,30,21
709,709,567333.3689,136306.674,569333.3689,134306.674,24,19,137,124,0,137,Abax parallelepipedus,Xyletinus longitarsis,10,43,19.2481751824818
710,710,567333.3689,134306.674,569333.3689,132306.674,25,19,444,278,0,444,Abax parallelepipedus,Variimorda villosa,11,37,19.2702702702703
723,723,569333.3689,180306.674,571333.3689,178306.674,2,20,,,,,,,,,
724,724,569333.3689,178306.674,571333.3689,176306.674,3,20,88,48,0,88,Agabus conspersus,Tytthaspis sedecimpunctata,13,29,19.7840909090909
725,725,569333.3689,176306.674,571333.3689,174306.674,4,20,386,206,0,386,Acrolocha sulcula,Xantholinus linearis,11,43,20.0025906735751
726,726,569333.3689,174306.674,571333.3689,172306.674,5,20,111,57,0,111,Acupalpus dubius,Tytthaspis sedecimpunctata,12,37,18.954954954955
727,727,569333.3689,172306.674,571333.3689,170306.674,6,20,183,151,0,183,Acrotrichis intermedia,Variimorda villosa,11,30,18.120218579235
728,728,569333.3689,170306.674,571333.3689,168306.674,7,20,487,152,0,487,Abax parallelepipedus,Xantholinus linearis,11,33,18.6611909650924
729,729,569333.3689,168306.674,571333.3689,166306.674,8,20,246,200,0,246,Abax parallelepipedus,Variimorda villosa,11,37,19.2276422764228
730,730,569333.3689,166306.674,571333.3689,164306.674,9,20,200,147,0,200,Adalia bipunctata,Xylocleptes bispinus,9,43,19.31
731,731,569333.3689,164306.674,571333.3689,162306.674,10,20,892,316,0,892,Abax parallelepipedus,Zeugophora subspinosa,7,43,19.7914798206278
732,732,569333.3689,162306.674,571333.3689,160306.674,11,20,839,425,0,839,Acrotrichis sitkaensis,Xantholinus longiventris,9,43,19.2872467222884
733,733,569333.3689,160306.674,571333.3689,158306.674,12,20,240,160,0,240,Abax parallelepipedus,Xantholinus longiventris,11,43,19.3833333333333
734,734,569333.3689,158306.674,571333.3689,156306.674,13,20,116,90,0,116,Acrossus rufipes,Xestobium rufovillosum,6,43,17.75
735,735,569333.3689,156306.674,571333.3689,154306.674,14,20,81,66,0,81,Adalia bipunctata,Xantholinus longiventris,12,37,20.1111111111111
736,736,569333.3689,154306.674,571333.3689,152306.674,15,20,248,199,0,248,Acrossus rufipes,Xantholinus longiventris,11,37,19.3790322580645
737,737,569333.3689,152306.674,571333.3689,150306.674,16,20,19,19,0,19,Adalia bipunctata,Rutpela maculata,12,26,19.4210526315789
738,738,569333.3689,150306.674,571333.3689,148306.674,17,20,14,14,0,14,Agonum (Europhilus),Stictotarsus duodecimpustulatus,11,31,19.8571428571429
739,739,569333.3689,148306.674,571333.3689,146306.674,18,20,18,17,0,18,Adrastus pallens,Tachyporus solutus,12,30,19.9444444444444
740,740,569333.3689,146306.674,571333.3689,144306.674,19,20,47,33,0,47,Agonum fuliginosum,Tytthaspis sedecimpunctata,12,43,19.3617021276596
741,741,569333.3689,144306.674,571333.3689,142306.674,20,20,3,3,0,3,Oedemera nobilis,Tachyporus obtusus,16,22,18.6666666666667
742,742,569333.3689,142306.674,571333.3689,140306.674,21,20,4,4,0,4,Bembidion articulatum,Rhagonycha fulva,16,21,17.5
743,743,569333.3689,140306.674,571333.3689,138306.674,22,20,26,26,0,26,Acrossus rufipes,Tenebrio molitor,11,26,18.3846153846154
744,744,569333.3689,138306.674,571333.3689,136306.674,23,20,10,10,0,10,Ceutorhynchus picitarsis,Tytthaspis sedecimpunctata,10,26,18.7
745,745,569333.3689,136306.674,571333.3689,134306.674,24,20,144,98,0,144,Abax parallelepipedus,Uleiota planatus,13,43,20.4236111111111
746,746,569333.3689,134306.674,571333.3689,132306.674,25,20,72,67,0,72,Abax parallelepipedus,Tychius picirostris,12,37,19.2777777777778
747,747,569333.3689,132306.674,571333.3689,130306.674,26,20,1,1,0,1,Sphaeridium bipustulatum,Sphaeridium bipustulatum,24,24,24
759,759,571333.3689,180306.674,573333.3689,178306.674,2,21,219,112,0,219,Adalia bipunctata,Xantholinus longiventris,11,43,19.6301369863014
760,760,571333.3689,178306.674,573333.3689,176306.674,3,21,238,144,0,238,Adalia bipunctata,Tytthaspis sedecimpunctata,8,43,19.7478991596639
761,761,571333.3689,176306.674,573333.3689,174306.674,4,21,46,24,0,46,Adalia bipunctata,Tytthaspis sedecimpunctata,14,30,20.3695652173913
762,762,571333.3689,174306.674,573333.3689,172306.674,5,21,10,7,0,10,Anthocomus rufus,Pterostichus madidus,16,30,22.7
763,763,571333.3689,172306.674,573333.3689,170306.674,6,21,20,11,0,20,Adalia bipunctata,Tytthaspis sedecimpunctata,10,30,18.95
764,764,571333.3689,170306.674,573333.3689,168306.674,7,21,72,12,0,72,Carabus violaceus,Uleiota planatus,12,25,15.625
765,765,571333.3689,168306.674,573333.3689,166306.674,8,21,244,105,0,244,Adalia bipunctata,Tychius schneideri,6,44,19.4959016393443
766,766,571333.3689,166306.674,573333.3689,164306.674,9,21,43,30,0,43,Amphimallon solstitiale,Timarcha tenebricosa,8,30,20.093023255814
767,767,571333.3689,164306.674,573333.3689,162306.674,10,21,249,194,0,249,Ablattaria laevigata,Variimorda villosa,12,33,19.863453815261
768,768,571333.3689,162306.674,573333.3689,160306.674,11,21,599,299,0,599,Abax parallelepipedus,Xylocleptes bispinus,6,31,19.2270450751252
769,769,571333.3689,160306.674,573333.3689,158306.674,12,21,564,499,0,564,Abraeus perpusillus,Xylocleptes bispinus,6,37,18.7340425531915
770,770,571333.3689,158306.674,573333.3689,156306.674,13,21,77,52,0,77,Adalia bipunctata,Tytthaspis sedecimpunctata,8,30,19.3116883116883
771,771,571333.3689,156306.674,573333.3689,154306.674,14,21,131,92,0,131,Adalia bipunctata,Tytthaspis sedecimpunctata,13,43,20.1984732824427
772,772,571333.3689,154306.674,573333.3689,152306.674,15,21,14,13,0,14,Agriotes sputator,Volinus sticticus,14,23,19
773,773,571333.3689,152306.674,573333.3689,150306.674,16,21,95,63,0,95,Adalia bipunctata,Xylocleptes bispinus,7,30,20.4315789473684
774,774,571333.3689,150306.674,573333.3689,148306.674,17,21,18,18,0,18,Agabus didymus,Xantholinus linearis,12,30,18.2777777777778
775,775,571333.3689,148306.674,573333.3689,146306.674,18,21,29,27,0,29,Anchomenus dorsalis,Tachyporus hypnorum,12,30,19.7241379310345
776,776,571333.3689,146306.674,573333.3689,144306.674,19,21,10,10,0,10,Agabus sturmii,Noterus clavicornis,14,22,18.8
777,777,571333.3689,144306.674,573333.3689,142306.674,20,21,64,61,0,64,Acrotrichis intermedia,Xantholinus linearis,12,26,19.28125
778,778,571333.3689,142306.674,573333.3689,140306.674,21,21,,,,,,,,,
779,779,571333.3689,140306.674,573333.3689,138306.674,22,21,19,17,0,19,Agriotes sputator,Typhaeus typhoeus,10,30,18
780,780,571333.3689,138306.674,573333.3689,136306.674,23,21,,,,,,,,,
781,781,571333.3689,136306.674,573333.3689,134306.674,24,21,16,16,0,16,Agabus guttatus,Rhagonycha fulva,15,25,18.8125
782,782,571333.3689,134306.674,573333.3689,132306.674,25,21,260,177,0,260,Abax parallelepipedus,Xantholinus longiventris,10,43,19.6076923076923
783,783,571333.3689,132306.674,573333.3689,130306.674,26,21,8,7,0,8,Bembidion lampros,Pyrochroa coccinea,15,29,20.625
784,784,571333.3689,130306.674,573333.3689,128306.674,27,21,,,,,,,,,
795,795,573333.3689,180306.674,575333.3689,178306.674,2,22,198,106,0,198,Acrossus rufipes,Tytthaspis sedecimpunctata,14,43,20.540404040404
796,796,573333.3689,178306.674,575333.3689,176306.674,3,22,182,135,0,182,Adalia bipunctata,Tytthaspis sedecimpunctata,11,43,20.2692307692308
797,797,573333.3689,176306.674,575333.3689,174306.674,4,22,109,59,0,109,Anaspis fasciata,Tytthaspis sedecimpunctata,14,37,19.954128440367
798,798,573333.3689,174306.674,575333.3689,172306.674,5,22,563,261,0,563,Abax parallelepipedus,Zeugophora subspinosa,12,43,19.1474245115453
799,799,573333.3689,172306.674,575333.3689,170306.674,6,22,143,83,0,143,Abax parallelepipedus,Typhaea stercorea,7,37,19.1048951048951
800,800,573333.3689,170306.674,575333.3689,168306.674,7,22,51,40,0,51,Adalia bipunctata,Tachyporus nitidulus,12,30,18.4901960784314
801,801,573333.3689,168306.674,575333.3689,166306.674,8,22,38,17,0,38,Adalia bipunctata,Tenebrio molitor,12,37,16.5
802,802,573333.3689,166306.674,575333.3689,164306.674,9,22,52,31,0,52,Amara apricaria,Trechus obtusus,8,29,18.0192307692308
803,803,573333.3689,164306.674,575333.3689,162306.674,10,22,188,140,0,188,Abax parallelepipedus,Variimorda villosa,8,29,19.3297872340426
804,804,573333.3689,162306.674,575333.3689,160306.674,11,22,181,138,0,181,Abax parallelepipedus,Xylocleptes bispinus,11,37,20.3591160220994
805,805,573333.3689,160306.674,575333.3689,158306.674,12,22,585,379,0,585,Acilius sulcatus,Xantholinus longiventris,6,43,19.1760683760684
806,806,573333.3689,158306.674,575333.3689,156306.674,13,22,110,73,0,110,Acupalpus meridianus,Xestobium rufovillosum,12,27,18.2909090909091
807,807,573333.3689,156306.674,575333.3689,154306.674,14,22,123,85,0,123,Adalia bipunctata,Xestobium rufovillosum,12,37,19.3414634146341
808,808,573333.3689,154306.674,575333.3689,152306.674,15,22,17,12,0,17,Adalia bipunctata,Subcoccinella vigintiquattuorpunctata,11,37,21.5882352941176
809,809,573333.3689,152306.674,575333.3689,150306.674,16,22,2,2,0,2,Leistus rufomarginatus,Rhagonycha fulva,16,22,19
810,810,573333.3689,150306.674,575333.3689,148306.674,17,22,47,47,0,47,Acrolocha sulcula,Triplax aenea,10,37,19.3829787234043
811,811,573333.3689,148306.674,575333.3689,146306.674,18,22,15,15,0,15,Aleochara discipennis,Tachyporus obtusus,16,30,20.5333333333333
812,812,573333.3689,146306.674,575333.3689,144306.674,19,22,38,36,0,38,Agabus sturmii,Stenolophus mixtus,11,43,19.7368421052632
813,813,573333.3689,144306.674,575333.3689,142306.674,20,22,4,4,0,4,Agabus sturmii,Noterus clavicornis,14,43,23.75
814,814,573333.3689,142306.674,575333.3689,140306.674,21,22,27,24,0,27,Acupalpus dubius,Tachyporus obtusus,14,25,18.7407407407407
815,815,573333.3689,140306.674,575333.3689,138306.674,22,22,31,29,0,31,Agabus bipustulatus,Xantholinus longiventris,14,33,18.9677419354839
816,816,573333.3689,138306.674,575333.3689,136306.674,23,22,14,14,0,14,Agabus bipustulatus,Volinus sticticus,16,33,20.8571428571429
817,817,573333.3689,136306.674,575333.3689,134306.674,24,22,8,8,0,8,Agrypnus murinus,Subcoccinella vigintiquattuorpunctata,16,37,25.125
818,818,573333.3689,134306.674,575333.3689,132306.674,25,22,43,35,0,43,Agabus bipustulatus,Stenurella melanura,12,43,19.8139534883721
819,819,573333.3689,132306.674,575333.3689,130306.674,26,22,4,4,0,4,Atheta crassicornis,Phyllotreta undulata,17,20,18.75
820,820,573333.3689,130306.674,575333.3689,128306.674,27,22,9,9,0,9,Anacaena globulus,Tachyporus hypnorum,6,25,17
831,831,575333.3689,180306.674,577333.3689,178306.674,2,23,29,18,0,29,Agriotes lineatus,Tytthaspis sedecimpunctata,12,26,21.1724137931034
832,832,575333.3689,178306.674,577333.3689,176306.674,3,23,53,36,0,53,Adalia decempunctata,Tytthaspis sedecimpunctata,14,43,22.0943396226415
833,833,575333.3689,176306.674,577333.3689,174306.674,4,23,407,282,0,407,Abax parallelepipedus,Volinus sticticus,11,43,19.1621621621622
834,834,575333.3689,174306.674,577333.3689,172306.674,5,23,146,128,0,146,Acrotona parvula,Tytthaspis sedecimpunctata,10,43,18.8972602739726
835,835,575333.3689,172306.674,577333.3689,170306.674,6,23,12,8,0,12,Bembidion lunulatum,Tillus elongatus,14,22,16.9166666666667
836,836,575333.3689,170306.674,577333.3689,168306.674,7,23,67,33,0,67,Adalia bipunctata,Stenagostus rhombeus,10,29,19.8358208955224
837,837,575333.3689,168306.674,577333.3689,166306.674,8,23,71,59,0,71,Adalia decempunctata,Tytthaspis sedecimpunctata,14,30,19.8732394366197
838,838,575333.3689,166306.674,577333.3689,164306.674,9,23,64,58,0,64,Agriotes obscurus,Trixagus carinifrons,11,37,18.859375
839,839,575333.3689,164306.674,577333.3689,162306.674,10,23,13,8,0,13,Adalia bipunctata,Scolytus mali,13,30,18.9230769230769
840,840,575333.3689,162306.674,577333.3689,160306.674,11,23,286,143,0,286,Abax parallelepipedus,Xantholinus longiventris,11,40,19.3986013986014
841,841,575333.3689,160306.674,577333.3689,158306.674,12,23,517,325,0,517,Abax parallelepipedus,Xylocleptes bispinus,11,43,19.3984526112186
842,842,575333.3689,158306.674,577333.3689,156306.674,13,23,188,147,0,188,Abax parallelepipedus,Xantholinus linearis,11,33,19.6276595744681
843,843,575333.3689,156306.674,577333.3689,154306.674,14,23,175,81,0,175,Abax parallelepipedus,Zacladus geranii,11,28,18.1085714285714
844,844,575333.3689,154306.674,577333.3689,152306.674,15,23,21,21,0,21,Bisnius fimetarius,Variimorda villosa,11,31,19.7142857142857
845,845,575333.3689,152306.674,577333.3689,150306.674,16,23,42,38,0,42,Agabus bipustulatus,Xantholinus longiventris,12,37,19.4047619047619
846,846,575333.3689,150306.674,577333.3689,148306.674,17,23,29,27,0,29,Agrilinus ater,Tachyporus obtusus,14,43,20.7241379310345
847,847,575333.3689,148306.674,577333.3689,146306.674,18,23,4,3,0,4,Hydrobius fuscipes/rottenbergii/subrotundus,Rhagonycha fulva,16,43,23.75
848,848,575333.3689,146306.674,577333.3689,144306.674,19,23,57,45,0,57,Anaspis pulicaria,Tachyporus hypnorum,9,27,18.1052631578947
849,849,575333.3689,144306.674,577333.3689,142306.674,20,23,6,6,0,6,Haliplus ruficollis,Rhagonycha fulva,16,21,18.8333333333333
850,850,575333.3689,142306.674,577333.3689,140306.674,21,23,7,6,0,7,Coccinella septempunctata,Typhaeus typhoeus,16,30,22.1428571428571
851,851,575333.3689,140306.674,577333.3689,138306.674,22,23,18,16,0,18,Anacaena globulus,Rhyzobius litura,11,26,18.7222222222222
852,852,575333.3689,138306.674,577333.3689,136306.674,23,23,226,158,0,226,Acupalpus dubius,Xantholinus longiventris,11,37,19.5088495575221
853,853,575333.3689,136306.674,577333.3689,134306.674,24,23,35,35,0,35,Abax parallelepipedus,Tachyporus pallidus,11,43,19.3714285714286
854,854,575333.3689,134306.674,577333.3689,132306.674,25,23,24,20,0,24,Adalia bipunctata,Tytthaspis sedecimpunctata,7,26,18.9166666666667
855,855,575333.3689,132306.674,577333.3689,130306.674,26,23,5,5,0,5,Anaspis pulicaria,Oxystoma craccae,16,25,20.2
856,856,575333.3689,130306.674,577333.3689,128306.674,27,23,59,51,0,59,Agriotes acuminatus,Tachyporus obtusus,9,30,17.7627118644068
857,857,575333.3689,128306.674,577333.3689,126306.674,28,23,,,,,,,,,
867,867,577333.3689,180306.674,579333.3689,178306.674,2,24,20,18,0,20,Adalia decempunctata,Xantholinus linearis,15,37,23.25
868,868,577333.3689,178306.674,579333.3689,176306.674,3,24,305,232,0,305,Adalia bipunctata,Xylodromus concinnus,11,43,19.6
869,869,577333.3689,176306.674,579333.3689,174306.674,4,24,45,29,0,45,Amara similata,Tytthaspis sedecimpunctata,14,37,22.4444444444444
870,870,577333.3689,174306.674,579333.3689,172306.674,5,24,80,80,0,80,Adalia bipunctata,Tytthaspis sedecimpunctata,12,31,19.575
871,871,577333.3689,172306.674,579333.3689,170306.674,6,24,6,6,0,6,Anthicus antherinus,Malvapion malvae,16,44,23.6666666666667
872,872,577333.3689,170306.674,579333.3689,168306.674,7,24,21,15,0,21,Acrolocha sulcula,Sphaeroderma testaceum,14,25,17.5238095238095
873,873,577333.3689,168306.674,579333.3689,166306.674,8,24,202,81,0,202,Adalia decempunctata,Tytthaspis sedecimpunctata,11,31,19.8712871287129
874,874,577333.3689,166306.674,579333.3689,164306.674,9,24,474,197,0,474,Adalia bipunctata,Xantholinus linearis,7,37,19.3839662447257
875,875,577333.3689,164306.674,579333.3689,162306.674,10,24,13,11,0,13,Anchomenus dorsalis,Rhagonycha fulva,12,30,20
876,876,577333.3689,162306.674,579333.3689,160306.674,11,24,20,20,0,20,Abax parallelepipedus,Tachyporus hypnorum,15,28,18.6
877,877,577333.3689,160306.674,579333.3689,158306.674,12,24,202,146,0,202,Abax parallelepipedus,Xylocleptes bispinus,6,31,19.7029702970297
878,878,577333.3689,158306.674,579333.3689,156306.674,13,24,286,182,0,286,Adalia bipunctata,Tytthaspis sedecimpunctata,11,37,19.5979020979021
879,879,577333.3689,156306.674,579333.3689,154306.674,14,24,150,128,0,150,Adalia decempunctata,Xantholinus linearis,7,31,18.8133333333333
880,880,577333.3689,154306.674,579333.3689,152306.674,15,24,32,21,0,32,Acrossus rufipes,Trechus quadristriatus,14,25,20.09375
881,881,577333.3689,152306.674,579333.3689,150306.674,16,24,17,16,0,17,Agabus bipustulatus,Tytthaspis sedecimpunctata,12,30,19.7058823529412
882,882,577333.3689,150306.674,579333.3689,148306.674,17,24,19,17,0,19,Agabus sturmii,Tytthaspis sedecimpunctata,11,26,17.7894736842105
883,883,577333.3689,148306.674,579333.3689,146306.674,18,24,64,64,0,64,Achenium depressum,Xantholinus longiventris,11,43,19.53125
884,884,577333.3689,146306.674,579333.3689,144306.674,19,24,16,16,0,16,Agabus bipustulatus,Stomis pumicatus,15,22,19.1875
885,885,577333.3689,144306.674,579333.3689,142306.674,20,24,80,72,0,80,Agabus bipustulatus,Zacladus exiguus,14,43,19.275
886,886,577333.3689,142306.674,579333.3689,140306.674,21,24,1,1,0,1,Rhagonycha fulva,Rhagonycha fulva,16,16,16
887,887,577333.3689,140306.674,579333.3689,138306.674,22,24,26,22,0,26,Agabus bipustulatus,Limnebius truncatellus,7,43,21
888,888,577333.3689,138306.674,579333.3689,136306.674,23,24,52,46,0,52,Acilius sulcatus,Tytthaspis sedecimpunctata,11,31,19.0576923076923
889,889,577333.3689,136306.674,579333.3689,134306.674,24,24,8,8,0,8,Anaspis costai,Rutpela maculata,14,25,19.75
890,890,577333.3689,134306.674,579333.3689,132306.674,25,24,30,30,0,30,Atheta liturata,Tytthaspis sedecimpunctata,13,30,19.4666666666667
891,891,577333.3689,132306.674,579333.3689,130306.674,26,24,6,6,0,6,Coccinella septempunctata,Tytthaspis sedecimpunctata,15,30,23.3333333333333
892,892,577333.3689,130306.674,579333.3689,128306.674,27,24,15,15,0,15,Adalia decempunctata,Tytthaspis sedecimpunctata,16,26,19.2666666666667
893,893,577333.3689,128306.674,579333.3689,126306.674,28,24,,,,,,,,,
894,894,577333.3689,126306.674,579333.3689,124306.674,29,24,,,,,,,,,
903,903,579333.3689,180306.674,581333.3689,178306.674,2,25,,,,,,,,,
904,904,579333.3689,178306.674,581333.3689,176306.674,3,25,52,32,0,52,Acrotrichis intermedia,Tasgius globulifer,11,30,18.7115384615385
905,905,579333.3689,176306.674,581333.3689,174306.674,4,25,5,5,0,5,Cerylon histeroides,Rhagonycha fulva,16,25,20
906,906,579333.3689,174306.674,581333.3689,172306.674,5,25,401,339,0,401,Acupalpus dubius,Zacladus exiguus,12,47,19.5286783042394
907,907,579333.3689,172306.674,581333.3689,170306.674,6,25,6,6,0,6,Atomaria linearis,Rhagonycha fulva,16,28,19.8333333333333
908,908,579333.3689,170306.674,581333.3689,168306.674,7,25,78,70,0,78,Adalia bipunctata,Tytthaspis sedecimpunctata,12,43,20.5512820512821
909,909,579333.3689,168306.674,581333.3689,166306.674,8,25,77,39,0,77,Adalia bipunctata,Tytthaspis sedecimpunctata,9,37,19.4935064935065
910,910,579333.3689,166306.674,581333.3689,164306.674,9,25,303,102,0,303,Acupalpus meridianus,Vincenzellus ruficollis,12,37,18.4092409240924
911,911,579333.3689,164306.674,581333.3689,162306.674,10,25,15,9,0,15,Aspidapion radiolus,Rhagonycha fulva,14,26,17.7333333333333
912,912,579333.3689,162306.674,581333.3689,160306.674,11,25,171,93,0,171,Abax parallelepipedus,Volinus sticticus,12,37,19.4619883040936
913,913,579333.3689,160306.674,581333.3689,158306.674,12,25,39,36,0,39,Agonum (Europhilus),Xylocleptes bispinus,7,30,19.4358974358974
914,914,579333.3689,158306.674,581333.3689,156306.674,13,25,15,14,0,15,Adalia bipunctata,Vanonus brevicornis,9,28,17.6666666666667
915,915,579333.3689,156306.674,581333.3689,154306.674,14,25,58,48,0,58,Agabus guttatus,Tychius picirostris,9,37,19.1896551724138
916,916,579333.3689,154306.674,581333.3689,152306.674,15,25,24,21,0,24,Adalia bipunctata,Sericoderus lateralis,9,30,18.75
917,917,579333.3689,152306.674,581333.3689,150306.674,16,25,45,41,0,45,Adalia bipunctata,Tytthaspis sedecimpunctata,14,27,19.5333333333333
918,918,579333.3689,150306.674,581333.3689,148306.674,17,25,22,22,0,22,Abax parallelepipedus,Rhagonycha fulva,16,26,19.1363636363636
919,919,579333.3689,148306.674,581333.3689,146306.674,18,25,16,15,0,16,Agabus bipustulatus,Rhagonycha fulva,11,25,20.0625
920,920,579333.3689,146306.674,581333.3689,144306.674,19,25,5,5,0,5,Coccinella septempunctata,Rhagonycha fulva,16,25,21.4
